method,drop_fraction,seed,round,test_accuracy,test_loss
fedavg_drop,0.5,2,130,0.6918819188191881,0.722850282489373
fedavg_drop,0.5,2,140,0.6955719557195572,0.6896370838945022
fedavg_drop,0.5,2,150,0.6881918819188192,0.6947718670403286
fedavg_drop,0.5,2,160,0.6964944649446494,0.6776663834512395
fedavg_drop,0.5,2,170,0.7075645756457565,0.6829634365227557
fedavg_drop,0.5,2,180,0.6485239852398524,0.6986287261755859
fedavg_drop,0.5,2,190,0.6826568265682657,0.6619609845573228
fedavg_drop,0.5,2,200,0.6319188191881919,0.6932216800592191
fedavg_drop,0.9,0,0,0.026752767527675275,3.717174929231678
fedavg_drop,0.9,0,10,0.4059040590405904,2.3398699426765366
fedavg_drop,0.9,0,20,0.16605166051660517,4.525614204385865
fedavg_drop,0.9,0,30,0.16143911439114392,6.965869815080372
fedavg_drop,0.9,0,40,0.45940959409594095,1.552345535278862
fedavg_drop,0.9,0,50,0.49538745387453875,1.4517378880184892
fedavg_drop,0.9,0,60,0.5055350553505535,1.7799263111832664
fedavg_drop,0.9,0,70,0.25092250922509224,2.102691801659034
fedavg_drop,0.9,0,80,0.20018450184501846,2.159936334760572
fedavg_drop,0.9,0,90,0.533210332103321,1.263838553359562
fedavg_drop,0.9,0,100,0.540590405904059,1.2698534643493617
fedavg_drop,0.9,0,110,0.26014760147601473,1.9186049502273526
fedavg_drop,0.9,0,120,0.5959409594095941,0.8423794055068865
fedavg_drop,0.9,0,130,0.5599630996309963,1.2031112813768616
fedavg_drop,0.9,0,140,0.5913284132841329,0.871350710001531
fedavg_drop,0.9,0,150,0.5756457564575646,0.9584635734045652
fedavg_drop,0.9,0,160,0.6319188191881919,0.738606317499358
fedavg_drop,0.9,0,170,0.6097785977859779,0.7676580439393698
fedavg_drop,0.9,0,180,0.5691881918819188,0.8188941354759204
fedavg_drop,0.9,0,190,0.566420664206642,0.8023413173735366
fedavg_drop,0.9,0,200,0.5756457564575646,0.8693314463087245
fedavg_drop,0.9,1,0,0.02859778597785978,3.354093961834445
fedavg_drop,0.9,1,10,0.3948339483394834,2.0280585768479167
fedavg_drop,0.9,1,20,0.1088560885608856,3.763979345848844
fedavg_drop,0.9,1,30,0.15498154981549817,5.063585730336534
